fecha      hora     lat    lon      dep    edep  gap  rms  ml   mc   mw  comentario
2018-01-01 04:38:11 20.372 -70.593  22.0   77.1  249  0.9  2.5  3.6  3.3 65.8Km al NE de Luperon, Oceano Atlantico.
2018-01-18 13:46:37 19.564 -70.561  15.0   27.3  160  1.1  1.9  2.7  2.5 21.3Km al Este de Sosua, Puerto Plata.
2018-01-18 17:48:36 19.409 -70.284   3.2  665.3  261  0.8  2.0  2.5  2.3 12.8Km al NNO de San Francisco de Macoris, Duarte.
2018-01-19 22:47:06 18.237 -68.562 129.5   10.2  159  0.4  2.3  3.0  2.8 21.5Km al ENE de Mano Juan Isla Saona, Mar Caribe.
2018-01-19 23:43:16 19.255 -69.816 100.1   15.0  146  0.7  2.8  3.0  3.2 10.2Km al Este de El Factor, Maria Trinidad Sanchez.
2018-01-20 21:39:42 18.376 -69.127  69.6   24.1  196  0.8  2.3  3.0  2.6 12.8Km al Oeste de Isla Catalina, Mar Caribe.
2018-01-21 01:31:12 19.009 -65.927  31.0   50.1  323  0.2  2.5  3.3  3.1 Distante.
2018-01-21 11:16:43 19.406 -68.554   3.0  342.6  214  0.8  2.4  3.0  2.7 69.3Km al Este de Las Galeras, Oceano Atlantico.
2018-01-21 16:25:35 18.841 -70.394  96.4   10.3  170  0.5  2.7  3.1  3.2 10.4Km al Este de Bonao, Monseñor Nouel.
2018-01-21 22:25:54 19.363 -68.415  19.9  162.2  244  0.3  2.1  2.7  2.0 78.9Km al ENE de Miches, Oceano Atlantico.
2018-01-21 22:45:01 19.103 -68.377  11.7  317.8  191  0.9  2.7  3.1  3.1 71.9Km al Este de Miches, Oceano Atlantico.
2018-01-22 16:49:16 19.063 -68.436  31.1   92.3  208  0.5  2.2  3.2  3.3 65.1Km al Este de Miches, Oceano Atlantico.
2018-01-22 17:06:11 18.907 -68.453  31.1  105.1  197  1.0  2.2  3.1  2.5 63.2Km al Este de Miches, Oceano Atlantico.
2018-01-23 22:55:57 19.037 -68.291  30.8   85.5  188  0.9  2.2  2.8  2.5 79.9Km al Este de Miches, Oceano Atlantico.
2018-01-23 23:17:28 18.037 -68.170  98.1   17.8  193  0.6  2.2  2.8  2.5 65.9Km al Este de Punta Cana, Canal de la Mona.
2018-01-24 09:46:01 18.855 -68.368  78.2   20.9  169  0.6  2.3  2.8  2.8 73.0Km al Este de Miches, Oceano Atlantico.
2018-01-24 17:03:26 18.883 -70.141  12.1   15.4  164  0.5  1.8  2.5  2.4 19.1Km al Este de Cotui, Sanchez Ramirez.
2018-01-25 08:09:26 18.151 -68.406  67.7   23.6  179  0.8  2.1  2.6  2.2 34.4Km al Este de Mano Juan Isla Saona, Mar Caribe.
2018-01-25 08:14:23 17.908 -72.086  30.9   23.5  262  1.2  3.0  3.3  3.6 38.8Km al OSO de Pedernales, Mar Caribe.
2018-01-25 09:23:15 17.931 -66.717  20.4    7.7  211  0.4  3.0  3.3  3.2 Distante.
2018-01-25 10:12:00 18.813 -67.211  15.0   28.7  227  0.5  1.6  2.6  2.2 194.3Km al Este de Miches, Oceano Atlantico.
2018-01-25 23:11:14 17.834 -68.913 120.2   16.4  228  0.8  2.7  3.2  3.0 38.0Km al SSO de Mano Juan Isla Saona, Mar Caribe.
2018-01-26 09:02:10 18.442 -68.271   6.7  102.7  142  0.8  2.2  2.8  2.1 21.2Km al Este de Punta Cana, Canal de la Mona.
2018-01-26 15:49:57 18.514 -67.790  63.9   29.0  168  0.6  2.0  2.6  2.3 64.8Km al Este de Punta Cana, Canal de la Mona.
2018-01-27 10:56:24 19.702 -69.213 117.5   15.6  230  0.8  2.8  3.2  2.3 46.4Km al Norte de Las Galeras, Oceano Atlantico.
2018-01-27 13:19:07 18.047 -68.528  99.6    8.0  210  0.3  2.5  3.0  2.8 23.3Km al Este de Mano Juan Isla Saona, Mar Caribe.
2018-01-28 12:19:55 18.642 -69.413  73.1   18.4  123  1.9  3.9  4.1  4.0 8.7Km al ENE de Los Llanos, San Pedro de Macoris.
2018-01-28 19:03:57 20.056 -70.434  19.6   54.8  239  1.1  3.6  3.7  4.1 34.0Km al Norte de Cabarete, Oceano Atlantico.
2018-01-29 04:32:46 19.693 -66.070  19.8  833.7  300  0.7  3.2  3.5  3.2 322.3Km al ENE de Miches, Oceano Atlantico.
2018-01-29 04:33:01 18.912 -66.491  33.0  326.5  273  1.0  3.1  3.6  3.2 269.1Km al Este de Miches, Oceano Atlantico.
2018-01-29 08:00:08 18.076 -68.445 128.8   13.7  208  0.3  2.8  3.0  2.2 30.8Km al Este de Mano Juan Isla Saona, Mar Caribe.
2018-01-29 10:37:20 18.268 -68.526  67.3   37.7  328  0.5  2.5  2.7  --- 26.6Km al NE de Mano Juan Isla Saona, Mar Caribe.
2018-01-29 16:47:15 18.226 -67.898 141.8   25.4  185  1.0  2.6  3.0  2.7 66.5Km al Este de Punta Cana, Canal de la Mona.
2018-01-30 04:05:03 18.980 -69.437  29.3   17.3  211  0.8  2.7  3.4  3.4 6.0Km al Oeste de El Valle, Hato Mayor.
2018-01-30 12:44:05 18.735 -67.510  14.1  999.9  327  0.4  2.2  2.7  2.5 95.2Km al Este de Punta Cana, Canal de la Mona.
2018-01-30 15:24:46 19.002 -70.260  87.3   13.5  117  1.0  2.5  2.7  2.9 13.2Km al OSO de Cotui, Sanchez Ramirez.
2018-01-31 00:31:00 18.722 -66.397 109.2   18.7  332  0.6  2.4  2.6  2.3 280.5Km al Este de Miches, Oceano Atlantico.
2018-01-31 05:33:45 20.043 -70.478  17.1   41.1  225  0.9  2.9  3.6  3.3 33.1Km al NNO de Cabarete, Oceano Atlantico.
2018-01-31 06:04:08 18.709 -66.605  72.0   10.3  265  0.3  2.3  2.8  2.3 259.0Km al Este de Miches, Oceano Atlantico.
2018-01-31 09:09:02 19.071 -67.877  16.6   47.3  224  0.2  2.2  2.5  1.9 123.6Km al Este de Miches, Oceano Atlantico.
2018-01-31 10:33:26 18.961 -68.055  84.0   27.1  207  0.7  2.2  2.6  1.5 104.6Km al Este de Miches, Oceano Atlantico.
2018-01-31 11:08:13 17.960 -68.405  62.0   15.4  196  0.9  2.9  3.4  3.3 39.3Km al Este de Mano Juan Isla Saona, Mar Caribe.
2018-01-31 14:00:21 18.825 -69.259  15.0  960.2  183  0.9  2.5  3.1  --- 6.9Km al Norte de Hato Mayor, Hato Mayor.
2018-01-31 14:12:43 18.642 -67.563  20.9  999.9  189  1.0  2.5  3.0  2.4 88.4Km al Este de Punta Cana, Canal de la Mona.
2018-02-01 00:10:17 18.789 -70.346 104.3   12.0   93  0.9  2.8  2.9  3.1 15.1Km al SSO de Maimon, Monseñor Nouel.
2018-02-01 07:36:21 19.511 -73.147  23.7  999.9  165  0.5  2.8  3.1  2.8 147.9Km al Oeste de Pepillo Salcedo, Golfo de Gonaive.
2018-02-01 08:50:38 17.843 -69.262  15.0  999.9  213  0.9  2.7  3.2  2.4 62.9Km al SSO de Isla Catalina, Mar Caribe.
2018-02-01 22:56:17 17.622 -72.416  20.2  518.9  255  0.1  2.6  2.8  --- 84.7Km al OSO de Pedernales, Mar Caribe.
2018-02-02 04:14:01 17.906 -72.151  23.6   40.1  267  1.0  2.7  3.2  3.3 45.3Km al OSO de Pedernales, Mar Caribe.
2018-02-02 04:39:44 18.435 -67.794 124.5   26.0  163  1.0  2.4  2.9  --- 66.1Km al Este de Punta Cana, Canal de la Mona.
2018-02-02 05:00:24 18.207 -67.606  90.1   21.4  175  0.9  2.2  2.6  2.2 93.9Km al Este de Punta Cana, Canal de la Mona.
2018-02-02 12:17:10 19.791 -70.554  53.9   29.2  194  0.8  2.2  2.9  2.8 14.1Km al Este de Puerto Plata, Oceano Atlantico.
2018-02-02 21:58:26 18.718 -67.536  18.4   44.6  194  1.0  2.5  3.1  2.9 92.2Km al Este de Punta Cana, Canal de la Mona.
2018-02-02 22:17:59 18.991 -67.440  15.0  999.9  224  0.9  2.1  2.9  2.1 169.2Km al Este de Miches, Oceano Atlantico.
2018-02-03 00:21:56 18.164 -68.184  20.0  228.8  206  0.2  2.1  2.7  1.8 52.4Km al Este de Punta Cana, Canal de la Mona.
2018-02-03 01:43:16 19.144 -67.918  20.0  106.5  214  0.7  2.5  3.1  2.9 120.2Km al Este de Miches, Oceano Atlantico.
2018-02-03 04:31:15 17.864 -68.220  20.6  999.9  227  0.3  2.1  2.9  2.1 61.6Km al Este de Mano Juan Isla Saona, Mar Caribe.
2018-02-04 09:35:56 18.655 -67.436  69.3   43.1  201  0.9  2.0  2.7  2.2 101.8Km al Este de Punta Cana, Canal de la Mona.
2018-02-04 12:23:04 18.061 -68.964 160.0   12.5  239  0.8  2.7  3.1  3.1 25.7Km al OSO de Mano Juan Isla Saona, Mar Caribe.
2018-02-05 08:29:46 18.075 -67.633  50.4   21.7  349  0.2  1.7  2.5  1.8 99.0Km al Este de Punta Cana, Canal de la Mona.
2018-02-05 17:44:06 18.155 -67.362  23.1   12.3  167  0.4  1.6  2.4  2.3 119.6Km al Este de Punta Cana, Canal de la Mona.
2018-02-05 23:21:11 20.110 -67.360 124.3   74.1  284  1.1  3.0  3.2  3.2 213.5Km al ENE de Las Galeras, Oceano Atlantico.
2018-02-06 01:25:10 18.543 -67.982  17.5  202.4  201  0.7  1.9  3.1  2.3 44.3Km al Este de Punta Cana, Canal de la Mona.
2018-02-06 03:39:55 19.123 -66.137  25.2  136.0  276  0.8  2.6  3.1  2.9 306.4Km al Este de Miches, Oceano Atlantico.
2018-02-06 06:29:10 18.203 -67.450  29.1   31.4  168  0.5  1.7  2.8  2.3 109.0Km al Este de Punta Cana, Canal de la Mona.
2018-02-06 06:36:26 19.380 -70.575  20.1    4.6  187  0.2  2.2  2.9  2.6 5.3Km al OSO de Moca, Espaillat.
2018-02-06 12:29:09 18.375 -71.524  31.1    9.5  169  0.6  2.1  2.6  2.7 0.3Km al Este de Duverge, Independencia.
2018-02-06 14:57:20 19.072 -68.301  11.2   95.8  210  0.7  2.3  2.8  2.6 79.3Km al Este de Miches, Oceano Atlantico.
2018-02-06 18:15:10 17.903 -68.720 159.8   34.1  234  0.6  2.5  2.9  2.8 25.1Km al Este de Mano Juan Isla Saona, Mar Caribe.
2018-02-06 23:17:18 19.567 -68.873  12.0  999.9  275  0.3  1.7  2.5  2.0 46.6Km al NE de Las Galeras, Oceano Atlantico.
2018-02-07 04:46:45 17.908 -68.480  77.7    9.3  187  0.5  2.5  3.0  2.7 36.2Km al Este de Mano Juan Isla Saona, Mar Caribe.
2018-02-07 07:22:11 19.672 -68.410 146.0   99.3  217  1.0  2.9  3.1  2.1 93.5Km al ENE de Las Galeras, Oceano Atlantico.
2018-02-07 20:00:29 18.595 -71.232  15.0   51.7  249  0.6  1.9  2.7  3.8 15.2Km al NE de Galvan, Bahoruco.
2018-02-08 01:40:44 19.466 -68.631  13.0  560.3  222  0.8  2.3  3.1  2.3 63.2Km al ENE de Las Galeras, Oceano Atlantico.
2018-02-08 04:01:25 18.691 -68.312  27.6   19.6  170  0.7  2.1  2.9  2.3 84.1Km al Este de Miches, Oceano Atlantico.
2018-02-08 07:17:46 18.167 -67.362  21.0   17.1  167  0.7  2.6  3.1  2.8 119.1Km al Este de Punta Cana, Canal de la Mona.
2018-02-08 09:27:23 18.997 -68.433  20.3  200.7  203  1.0  2.2  2.7  2.6 64.8Km al Este de Miches, Oceano Atlantico.
2018-02-08 15:52:15 18.317 -68.010  16.6  111.6  180  0.2  1.9  2.9  2.2 51.0Km al Este de Punta Cana, Canal de la Mona.
2018-02-08 16:59:23 19.376 -67.401  43.1  131.4  231  0.9  2.5  2.9  3.1 178.5Km al ENE de Miches, Oceano Atlantico.
2018-02-08 19:46:15 18.009 -68.065 129.4   16.5  193  0.9  2.7  3.2  3.0 73.4Km al Este de Punta Cana, Canal de la Mona.
2018-02-09 01:17:54 18.853 -68.540  31.2   90.2  197  0.9  2.4  2.7  --- 55.5Km al Este de Miches, Oceano Atlantico.
2018-02-09 04:08:31 19.163 -68.084  15.0  238.9  223  0.4  2.2  2.9  1.9 103.4Km al Este de Miches, Oceano Atlantico.
2018-02-09 04:23:47 18.145 -67.971  17.8   81.9  173  1.4  2.2  2.5  2.6 66.9Km al Este de Punta Cana, Canal de la Mona.
2018-02-09 04:31:11 19.083 -65.625  30.9  121.8  332  0.4  2.5  3.0  2.9 Distante.
2018-02-09 17:43:36 20.329 -63.251  20.0   22.8  335  0.7  5.6  4.5  4.8 Distante.
2018-02-09 19:53:17 19.789 -70.978  19.2   13.0  110  0.6  2.1  3.0  2.8 7.5Km al NE de Los Hidalgos, Puerto Plata.
2018-02-10 12:54:43 19.946 -70.925  15.1   11.5  222  1.0  2.8  2.9  3.1 7.2Km al NE de Luperon, Oceano Atlantico.
2018-02-10 22:27:34 18.044 -67.942 131.7   12.7  188  0.5  2.6  3.0  3.0 77.4Km al Este de Punta Cana, Canal de la Mona.
2018-02-10 23:40:54 18.948 -67.987  20.0  139.8  205  0.7  2.3  3.2  2.3 111.7Km al Este de Miches, Oceano Atlantico.
2018-02-11 00:25:32 19.210 -68.044  11.0  165.2  228  0.8  2.3  2.9  2.2 108.6Km al ENE de Miches, Oceano Atlantico.
2018-02-11 11:00:14 19.369 -67.965  19.7  196.6  222  0.8  2.7  3.3  3.1 121.7Km al ENE de Miches, Oceano Atlantico.
2018-02-11 13:32:58 19.002 -67.819  32.4  411.2  221  0.9  2.5  3.0  3.3 129.3Km al Este de Miches, Oceano Atlantico.
2018-02-11 23:37:34 18.668 -67.168  25.0   62.5  214  0.4  2.6  3.3  2.7 201.0Km al Este de Miches, Oceano Atlantico.
2018-02-12 19:30:56 19.135 -67.210  37.1   95.0  269  0.7  2.3  3.0  2.8 194.0Km al Este de Miches, Oceano Atlantico.
2018-02-13 06:24:04 17.825 -67.895 142.7    9.3  237  0.3  2.6  2.8  2.1 100.2Km al Este de Punta Cana, Canal de la Mona.
2018-02-13 16:01:40 18.983 -70.523  31.1   12.8  180  0.3  2.3  2.9  2.8 13.2Km al ONO de Bonao, Monseñor Nouel.
2018-02-13 17:02:58 19.252 -70.680  16.0   16.6  178  0.8  2.5  2.4  2.6 11.1Km al Este de Sabana Iglesia, Santiago.
2018-02-13 19:50:23 19.616 -71.705  12.1    9.9  329  0.6  1.7  2.2  --- 7.5Km al Norte de Dajabon, Dajabon.
2018-02-13 21:13:12 18.133 -68.627  57.7   14.8  196  0.9  2.4  2.5  2.7 11.0Km al Este de Mano Juan Isla Saona, Mar Caribe.
2018-02-14 02:03:35 18.667 -69.639 123.7   15.2  129  0.8  2.8  3.1  3.5 14.0Km al NNE de San Antonio de Guerra, Santo Domingo.
2018-02-14 02:46:08 18.921 -66.348 116.1   36.6  309  0.8  2.7  3.1  3.0 284.1Km al Este de Miches, Oceano Atlantico.
2018-02-14 03:37:49 18.410 -73.053  15.0   14.4  202  0.8  2.9  3.2  3.0 127.1Km al Oeste de Jimani, Region Haiti.
2018-02-14 03:59:32 17.812 -67.687 117.2   17.4  214  0.5  2.5  2.8  --- 114.5Km al Este de Punta Cana, Canal de la Mona.
2018-02-14 08:24:38 18.105 -68.495  90.4   14.7  194  0.8  2.7  3.3  3.1 25.1Km al Este de Mano Juan Isla Saona, Mar Caribe.
2018-02-14 08:35:46 18.220 -72.592  31.0   15.3  327  0.4  2.7  3.2  3.1 83.9Km al OSO de Jimani, Region Haiti.
2018-02-15 09:54:05 18.486 -68.932  40.1   31.2  242  0.6  2.3  2.9  2.5 7.9Km al NE de La Romana, La Romana.
2018-02-15 13:36:08 18.809 -67.632 102.3   23.4  218  0.7  2.7  2.6  3.6 84.5Km al ENE de Punta Cana, Canal de la Mona.
2018-02-15 18:10:21 18.833 -70.386 112.1   10.6   88  0.7  3.4  3.3  3.6 11.4Km al Este de Bonao, Monseñor Nouel.
2018-02-15 20:04:19 18.884 -67.767  34.3  343.4  229  1.0  2.8  3.2  3.1 135.3Km al Este de Miches, Oceano Atlantico.
2018-02-15 22:14:52 20.328 -67.584  31.1   58.0  259  1.5  2.9  3.2  --- 205.2Km al ENE de Las Galeras, Oceano Atlantico.
2018-02-16 09:20:47 18.549 -68.695 111.4   12.7  131  1.0  2.7  3.4  3.3 7.2Km al Este de Higuey, La Altagracia.
2018-02-16 12:53:19 19.603 -71.126  17.9   18.6  195  0.3  2.2  2.9  2.7 5.9Km al SSO de Laguna Salada, Valverde.
2018-02-16 13:10:08 19.631 -71.003  15.0   49.7  168  0.6  2.4  2.8  2.7 5.2Km al NNO de Esperanza, Valverde.
2018-02-16 17:46:49 19.144 -69.663  12.1   63.5  113  0.6  2.7  3.4  3.3 10.8Km al SSO de Sanchez, Samana.
2018-02-17 00:56:16 18.572 -68.340  57.2   22.3  157  0.8  2.5  2.9  2.7 6.6Km al Este de Punta Cana, La Altagracia.
2018-02-18 01:50:34 18.827 -73.587  19.0  108.9  204  0.8  4.3  4.2  4.3 186.6Km al Oeste de Jimani, Canal du Sud.
2018-02-18 02:57:51 18.661 -73.616  20.0  166.1  216  0.8  2.8  3.2  3.0 187.0Km al Oeste de Jimani, Canal du Sud.
2018-02-18 09:08:15 19.024 -65.173  15.0   25.9  316  1.1  2.9  3.5  3.4 Distante.
2018-02-18 09:09:38 19.494 -65.059  60.1   87.1  311  0.9  3.2  3.6  3.4 Distante.
2018-02-19 01:20:28 19.368 -68.043 129.8   78.7  244  0.9  2.2  3.1  2.2 114.0Km al ENE de Miches, Oceano Atlantico.
2018-02-19 14:14:13 18.729 -73.736  23.0  102.1  316  0.4  3.3  3.9  3.6 200.4Km al Oeste de Jimani, Canal du Sud.
2018-02-19 17:01:15 18.020 -67.483  12.1   20.0  208  0.3  2.6  3.0  2.7 115.6Km al Este de Punta Cana, Canal de la Mona.
2018-02-19 18:34:05 19.142 -68.966  19.4    7.1  262  0.4  1.9  2.8  2.6 19.8Km al NNE de Miches, Oceano Atlantico.
2018-02-19 21:46:51 18.217 -68.435 109.2   42.8  187  1.1  2.7  2.9  2.7 32.8Km al ENE de Mano Juan Isla Saona, Mar Caribe.
2018-02-20 02:54:49 19.601 -68.627  15.0  172.9  245  0.9  2.6  3.4  3.1 69.8Km al ENE de Las Galeras, Oceano Atlantico.
2018-02-20 06:32:26 18.080 -67.466  23.7   28.1  174  0.8  2.8  3.3  3.1 113.6Km al Este de Punta Cana, Canal de la Mona.
2018-02-20 09:45:29 21.543 -70.117 234.3   46.3  240  0.7  3.7  3.8  3.4 201.6Km al Norte de Cabarete, Oceano Atlantico.
2018-02-20 22:50:18 18.174 -68.438  40.5   14.6  175  1.0  2.5  3.4  3.0 31.4Km al Este de Mano Juan Isla Saona, Mar Caribe.
2018-02-20 22:58:24 19.941 -68.265  31.1   14.0  264  0.6  2.8  2.7  4.2 122.3Km al NE de Las Galeras, Oceano Atlantico.
2018-02-21 06:21:29 19.702 -71.281  23.3   13.7  167  1.1  3.0  3.4  3.6 12.6Km al ENE de Guayubin, Montecristi.
2018-02-21 07:09:40 19.012 -73.855  17.6  294.8  192  1.6  3.6  4.1  4.2 227.1Km al Oeste de Pedro Santana, Golfo de Gonaive.
2018-02-21 10:21:45 17.624 -70.696  13.5   25.5  261  0.8  2.8  2.8  4.0 64.3Km al Este de Paraiso, Mar Caribe.
2018-02-21 17:55:30 19.351 -67.818  16.9  119.0  227  0.6  2.4  2.9  2.7 135.6Km al ENE de Miches, Oceano Atlantico.
2018-02-22 05:43:11 18.559 -70.494  19.2   11.8  124  0.8  2.1  2.9  2.6 1.9Km al NE de Ocoa, San Jose de Ocoa.
2018-02-22 06:29:45 19.153 -69.415  15.0   21.9  122  0.8  2.3  2.7  2.9 10.3Km al SO de Samana, Bahia de Samana.
2018-02-22 11:43:10 17.587 -74.422  17.3  737.8  272  0.9  3.8  4.3  4.2 287.7Km al Oeste de Pedernales, Mar Caribe.
2018-02-22 11:49:43 18.113 -71.230  20.1   14.6  306  0.2  2.1  3.1  3.3 5.7Km al ENE de Polo, Barahona.
2018-02-22 18:50:22 18.638 -70.504  14.8   17.3  116  0.8  2.1  2.8  3.2 5.8Km al Norte de Sabana Larga, San Jose de Ocoa.
2018-02-22 20:05:35 19.024 -67.726  18.1   34.8  218  0.8  2.2  2.8  2.3 139.2Km al Este de Miches, Oceano Atlantico.
2018-02-22 22:17:53 19.116 -69.647  80.7   10.9  108  1.0  2.5  3.4  3.1 13.1Km al Este de Sanchez, Samana.
2018-02-23 03:40:22 19.086 -71.182   0.1  175.6  215  0.6  2.1  2.9  2.5 31.7Km al Norte de San Juan de la Maguana, San Juan de la Maguana.
2018-02-23 17:01:27 18.527 -73.100  15.0  592.7  324  0.5  2.7  3.2  3.6 131.8Km al Oeste de Jimani, Canal du Sud.
2018-02-23 17:13:01 19.016 -71.895  19.6   31.4  238  0.8  2.7  3.5  3.4 23.1Km al OSO de Pedro Santana, Region Haiti.
2018-02-23 18:52:53 19.321 -67.448  26.1  110.6  248  0.7  2.6  2.9  2.9 172.3Km al ENE de Miches, Oceano Atlantico.
2018-02-24 11:56:18 19.029 -68.602  15.0   50.8  185  1.0  2.5  2.8  3.0 47.3Km al Este de Miches, Oceano Atlantico.
2018-02-25 06:27:48 19.523 -68.539  19.5   88.9  213  1.5  2.5  3.4  3.2 74.4Km al ENE de Las Galeras, Oceano Atlantico.
2018-02-25 22:15:01 17.798 -68.171  20.0  247.6  197  0.6  2.4  3.0  2.4 69.7Km al Este de Mano Juan Isla Saona, Mar Caribe.
2018-02-25 23:05:11 19.738 -71.280  17.6   15.2  149  1.0  2.7  3.1  3.1 14.4Km al ENE de Guayubin, Montecristi.
2018-02-26 04:06:28 19.618 -70.656  15.0   17.0   80  1.0  2.3  3.2  3.0 15.6Km al NNO de Tamboril, Santiago.
2018-02-26 06:06:19 18.486 -68.366 161.5    5.6  193  0.1  2.3  3.4  2.9 11.9Km al Este de Punta Cana, Canal de la Mona.
2018-02-26 09:10:33 19.590 -68.604  19.7   53.5  252  0.6  2.3  3.3  3.0 71.3Km al ENE de Las Galeras, Oceano Atlantico.
